model_short,condition,item_id,family,correct,finish_reason,wall_ms,output_tokens,output_sha256
26b,n4,gsm8k-054,gsm8k,True,stop,739.118631,250,89b8275c1eac1fadf017ab38c5ee707a4452e5d0bbc14f6ab1d3ac02fc07acd3
26b,n4,ifeval-015,ifeval,True,stop,597.031435,105,f3e2e4bad7899a15e538c289a1196478b7989f9b188a5bce62f7ab5b5d5b6551
26b,n4,gsm8k-021,gsm8k,True,stop,576.357178,159,94eff9f3f2f258813ac8054a8929fc5715d9cf1ce187a253c379f51c2626701a
26b,n4,mmlu_pro-017,mmlu_pro,False,stop,191.457729,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n4,mmlu_pro-038,mmlu_pro,True,stop,136.366192,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n4,gsm8k-034,gsm8k,False,stop,1073.959486,320,866b81e4ba2364ede9c21b6dabbd6fe8de4e5acbbaaa83137a9b72a79995fc54
26b,n4,mmlu_pro-037,mmlu_pro,True,stop,244.980172,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
26b,n4,mmlu_pro-019,mmlu_pro,False,stop,210.138106,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,gsm8k-048,gsm8k,True,stop,639.554163,177,583feeff9dd35a91276223d08e2804d0423abbe1a3a5c2b3333de0d1559abadb
26b,n4,mbpp-029,mbpp,True,stop,531.796267,147,131c12e3baab60a4a04890eac3852b6c710bc26c39daf79d5bd2c9a22a80b7b7
26b,n4,mbpp-018,mbpp,True,stop,883.027697,268,87c924170dd3df7913aefc9c630d01462edd6b79ddc2c35ab4b4493bda5a426e
26b,n4,mbpp-003,mbpp,True,stop,196.87447,26,2369d5861c9378ec1edd7526f1a7312ee1942a946ef1ad07c6d3816877ac5930
26b,n4,ifeval-012,ifeval,True,stop,2245.299903,455,c161d4825f86736694a7524b900cf35bc99a10a5d06ffb32c06d5c8e9e4d274e
26b,n4,ifeval-004,ifeval,True,stop,2225.840503,507,1c0225d87f7d9b22e1e2b2024285374a6642e1c1961213a455f8c63e3dc75764
26b,n4,gsm8k-052,gsm8k,True,stop,765.515787,212,688333810646be177f371617438b10201122e2ae54e4d8196269e5afb6110c88
26b,n4,gsm8k-007,gsm8k,True,stop,702.082609,200,1891cbc86f9a3cd2ab93e1cd1592c5399ff2b033854438af36ef1acb54c337c5
26b,n4,gsm8k-047,gsm8k,True,stop,357.099482,89,6769150415ae1694bc3ecb3dc6de73a2b636f20fff6772260fe8d4886f1514c2
26b,n4,gsm8k-059,gsm8k,True,stop,748.922796,226,175bf8a941d4213d15ee5d3924735f70fb044341913435c91a02c91db416ec87
26b,n4,mmlu_pro-004,mmlu_pro,True,stop,201.633018,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n4,ifeval-026,ifeval,True,stop,1111.351065,218,18ff625f478983ae86075bbe7e1802850c689a2410663fdb3e955a4cdff4a552
26b,n4,mmlu_pro-013,mmlu_pro,True,stop,140.778496,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,gsm8k-000,gsm8k,True,stop,331.002565,74,4130591b6a48ab4e8aa2e1592cad24f83a0b4e4a245066fe17c2ef56aa1fa3ff
26b,n4,gsm8k-015,gsm8k,True,stop,473.905694,121,0c34b6241bb6001e6107e95e7cfbf2b2db323537e536062320106a6736825bfc
26b,n4,mmlu_pro-043,mmlu_pro,True,stop,135.925978,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n4,mmlu_pro-036,mmlu_pro,True,stop,115.365079,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n4,ifeval-031,ifeval,True,stop,625.05255,109,7b7e28ed5263a57595f51068d7949e7fb93d658b5b4d71e88704cf7e2a09119b
26b,n4,gsm8k-041,gsm8k,True,stop,313.227388,77,3cf399b709564d78b55d0ef5e71dadc7d2901fea7c42d01c38117fa605084334
26b,n4,ifeval-019,ifeval,True,stop,2369.532344,452,303b7c08225379424cdc64a91548c6590dfa4b4c328be539152f4c64205a368f
26b,n4,mmlu_pro-003,mmlu_pro,True,stop,184.183891,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,gsm8k-029,gsm8k,True,stop,365.509561,84,6db8ecb0fb43b30bd5cd23015d255aaccff5859a82a59b56f4f514691db71fc3
26b,n4,mmlu_pro-014,mmlu_pro,True,stop,131.979686,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,gsm8k-051,gsm8k,True,stop,733.033185,231,904025a261b60d447f2a14904d29a3b8062b6cbdca49b226bb64b109bac606ad
26b,n4,gsm8k-050,gsm8k,False,stop,598.949297,156,2a1bf8233466fcbade455f01305a70cc8bac568ee373a2d30dd46d23e028bd00
26b,n4,ifeval-010,ifeval,True,stop,1959.93344,371,d229b3d31d77f1cff301a5f1ba275032e806537f51c31301a3aa7abd9fb5eda3
26b,n4,ifeval-034,ifeval,True,stop,1232.738239,249,0a74d3f179116f5cb5e7aae9384ef496855b34d974585f0291ad8aa4fb827717
26b,n4,gsm8k-036,gsm8k,True,stop,585.866979,164,d0f71858e208dcf7fbff2d3240ed28757732f0a532ab0ebb2a615b8ede804033
26b,n4,ifeval-001,ifeval,True,stop,1078.188113,194,1f78fddde506413e351352c2df438087def1306dd0350fd30e875d8b74ccd0a9
26b,n4,gsm8k-023,gsm8k,True,stop,1099.074171,342,6db9236089135f8aae64301261fc788894abadbb7a49efe33ef5e2227301348f
26b,n4,gsm8k-006,gsm8k,True,stop,535.910463,148,a6289379bd2c55ce8003d9dc822ad46219637c542f5b66b7f4caf667132f4525
26b,n4,gsm8k-033,gsm8k,True,stop,757.645367,236,625fa8802b25304e76cac2a41d6954d5301b51205cdcc46dceca5a60140baecc
26b,n4,ifeval-022,ifeval,True,stop,648.994696,113,920fadcd54ea5ef17fdc2491af4eec09f95bc75ca0be1a91874adce469e26cc8
26b,n4,gsm8k-057,gsm8k,True,stop,721.415312,211,0139574367a7004ab354c1092c9a4ff822385c231d2534ccd7e0f01229d2e9e7
26b,n4,gsm8k-014,gsm8k,True,stop,1013.749991,291,b9b872123eb9c96cc9edd4955a6776af862f65cef7ace2c5b7246fc93fd58751
26b,n4,mbpp-031,mbpp,True,stop,257.842052,48,870c3c71e6b349c79985bda672e838646e0fd8580f454a70fb1f3b44e79eee38
26b,n4,gsm8k-024,gsm8k,True,stop,555.511554,156,46f6a717bc53fb781c9ceae9df1cecad80c20f36911a9613f407588436725083
26b,n4,mmlu_pro-021,mmlu_pro,True,stop,198.197902,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n4,ifeval-036,ifeval,True,stop,889.894956,167,589a9ef1195ba19249f7e5346d492485a9e7595e0bb5e098205604a1e502eec0
26b,n4,mmlu_pro-022,mmlu_pro,True,stop,226.499512,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n4,mbpp-017,mbpp,True,stop,742.264544,197,bb3bfedfd0ca84cd001bd9d131c68437ae0448167934c02a52b5c1b55463a29f
26b,n4,ifeval-021,ifeval,True,stop,777.048704,164,598675aec71d9e3dcfaef4610e37365f1320515599ceb11ed67beb36d393c271
26b,n4,ifeval-033,ifeval,True,stop,230.659796,26,4569db9645b782aab0f20f3e2d379ae623926452c611a07c4d66c6083a2ee180
26b,n4,mbpp-022,mbpp,True,stop,214.764921,36,0de54c5f0b17f075fcf6b40205e874d57cddc5d15fb264c75bb341a73617141e
26b,n4,mbpp-023,mbpp,False,length,1758.097682,512,75dda234cc71471418819188bbe49a2fa7c7722d3d518d4c9ac9004c54d70d75
26b,n4,mbpp-020,mbpp,True,stop,269.566431,39,b9fbb54da04dac4530d79e61d7c731421a6d495890c45f2ae532364223540357
26b,n4,mbpp-009,mbpp,False,stop,1632.202478,476,abd9133f50ee4e5088b5307cd3a441ef3fe35dab57a3bd168b075343d41fdaed
26b,n4,mbpp-008,mbpp,True,stop,264.835639,37,b9c3891975dc17ad1c5ddeedb3e45f00247bb080fa933dfed4ebc7e6ea84f63b
26b,n4,mmlu_pro-024,mmlu_pro,False,stop,177.796574,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n4,mmlu_pro-044,mmlu_pro,True,stop,165.660392,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n4,gsm8k-043,gsm8k,True,stop,584.812865,158,cfa23b4e494d42ea6065b447af9967ac5033b64a76134f85dab7f29f32550ca8
26b,n4,ifeval-028,ifeval,True,stop,2725.277708,500,ada634728bac862e807d9fcd8e69dbb3e5e0be2e6efeb7264f75a70f1b0dae68
26b,n4,mmlu_pro-047,mmlu_pro,True,stop,190.921551,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n4,mmlu_pro-039,mmlu_pro,True,stop,137.916583,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,ifeval-024,ifeval,True,stop,895.476921,158,995a91dc0dd096fd1626c9bf955f247a08a6a6eda0b32d56891b47f768e83a6f
26b,n4,gsm8k-040,gsm8k,True,stop,668.643581,193,27763bc156a765d2fc8eae5acdabe99a32b5a8e2889ecf5e6aa7b8bb64b641ca
26b,n4,ifeval-013,ifeval,True,stop,900.848963,156,8e054f320bc8c22e4d77faff1ec2c3c807a8201f9f23f641628dc2f0f325129d
26b,n4,mmlu_pro-049,mmlu_pro,False,stop,197.213865,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
26b,n4,gsm8k-027,gsm8k,True,stop,1015.657703,290,e52fec6cbbebbb42d473d62bbbbc2c4d949b3c964b1777ba0f9a22d7bfaf46b6
26b,n4,mmlu_pro-028,mmlu_pro,True,stop,146.005529,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,ifeval-008,ifeval,False,stop,958.22051,165,ebc7500fd7257d2afcde39642b8f13ca461dc2594cc89520bdb6b314124a1644
26b,n4,mbpp-038,mbpp,True,stop,260.123656,58,3d96f137f89b31b2626ee0667d02d2eef0b076b9d3191d5b47e56ea615174d56
26b,n4,mbpp-006,mbpp,True,stop,711.361264,211,7d0eb15783358a270f5dedc23dcf7594033f3d9fde506b61561b2d4d6f78792e
26b,n4,mbpp-024,mbpp,True,stop,886.250264,241,8b372cc1f46b6444ca4301a807d9f74b6c72f8291a9f9f226d05763f3942b7ce
26b,n4,ifeval-027,ifeval,False,stop,3540.094449,647,a6e1703693b61edf65661f72978a2e364f8bf48c1e6f13c17c97b2f75405c7f3
26b,n4,mbpp-033,mbpp,False,length,1920.683252,512,649c6080f1c9b4d1cb91138b65612f684e1f8b6e19b562ed780860e626acc4a1
26b,n4,mmlu_pro-023,mmlu_pro,False,stop,255.586076,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n4,mbpp-030,mbpp,True,stop,471.099038,114,41dd0452b8460de3285cbea232b939d0c6ae050c78c11387cbb2b00d0fffa4fe
26b,n4,gsm8k-008,gsm8k,True,stop,777.060935,212,dc48ec797a40c71b29792c502990ae328200d87a8aa8f4dc8e8e4f89a8b03e42
26b,n4,mbpp-036,mbpp,True,stop,227.308547,35,68f4d7589f633b92b13fefd6bef50c8c846fe1a3fe75b1a2bbc3a26e31f80c9f
26b,n4,ifeval-030,ifeval,True,stop,1942.790561,558,b97c2ac9a3242d795d5674a0c1377cbf0f798227f6045663b2c389ed1a51209b
26b,n4,ifeval-000,ifeval,True,stop,857.311375,189,4f845faaf56b24e837af2731fcbe69b3d17093b3a8eba992e0c0a0d296bbebe8
26b,n4,gsm8k-022,gsm8k,True,stop,635.83308,186,86393e3a819b0de289039819a662527736599aa51205a2c63b59fa4824dda7d3
26b,n4,gsm8k-016,gsm8k,False,stop,588.26491,146,f0e2a11c432cb59f10eb5a9fabf290c62f4799c798a70f39f3cfa2307c617b85
26b,n4,gsm8k-018,gsm8k,True,stop,325.519473,79,96ae1629157a0c0caf49b2f979d2dc56a842eef96769c2fd728e8dab2b52b752
26b,n4,ifeval-017,ifeval,True,stop,2302.253831,508,368e82b49a990d446aa63dbf2108dcbf001afad67c5901f598ac867275746e23
26b,n4,mmlu_pro-051,mmlu_pro,False,stop,168.759414,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,ifeval-032,ifeval,True,stop,156.79248,17,072670cc6bc912bb9c592e628810efc6f97d812d3e1084a7fa11ecea3be4c928
26b,n4,gsm8k-049,gsm8k,True,stop,529.275951,155,a921334228865af0f481d9614e18b40bde5bb1eb113e6dcf49e733cb3c12637e
26b,n4,gsm8k-032,gsm8k,True,stop,675.725183,194,dff85e67df64af8d7ed1f5633ee471b19fe70c8804ae659c16341477234a579f
26b,n4,mmlu_pro-010,mmlu_pro,True,stop,211.871278,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n4,mmlu_pro-052,mmlu_pro,True,stop,270.882339,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n4,mbpp-025,mbpp,True,stop,436.201256,80,e287984195e830c9e160f5c11fe7fb397db0946398638f77be47852ea0915cef
26b,n4,mbpp-005,mbpp,False,stop,306.774216,54,4cedae0362c3d366f4e00ef222e2edbd10df886eb058c5b86e6a791e1f81f2a3
26b,n4,mmlu_pro-016,mmlu_pro,True,stop,168.756109,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,gsm8k-020,gsm8k,True,stop,623.317491,173,fbd5aa795a0266bc5de3e315c664677b3fdf49af76e53dda223d024d4bf34041
26b,n4,gsm8k-058,gsm8k,True,stop,990.187789,289,2fa2dad5e979df61118068c00ce2edca264878b6e7899b07855c6b9097ec1293
26b,n4,mbpp-011,mbpp,True,stop,308.501907,54,6b02601a9416085c3183af8cf8867cfdfc5578b9bb1b9a4d8e7c27d331e2bd58
26b,n4,gsm8k-026,gsm8k,True,stop,1031.325224,326,715f589f2b6d69b8f88b2f7165d40c0ecb78836ce37babb8ed21d91b3de58f21
26b,n4,gsm8k-030,gsm8k,True,stop,957.527463,295,0515917676e403ef2626adbc85484b3b3bc3c1be88d2d3ab37fbefc7c74a47a0
26b,n4,mmlu_pro-032,mmlu_pro,True,stop,192.891728,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n4,mbpp-035,mbpp,True,stop,462.171734,119,9c77efdfc509033b1fa892a1b8be4e0b80a24bfa73527d2e982b4ebece38a82e
26b,n4,ifeval-005,ifeval,True,stop,1338.362769,316,5e85cfef8651ea5e5c91268bf9f754a502bb68aaf247cb1be6c305cf10bf1b3e
26b,n4,gsm8k-037,gsm8k,False,stop,1224.080425,366,807545fd7429c5a88bb1d8d654a8cbc49aee3d5ec12d943a5186985503985141
26b,n4,ifeval-023,ifeval,True,stop,1524.1425,248,badfe066404e90ffccdb15bbfdfeac97901c8f8bfaf71184d1bc8189a38a66a7
26b,n4,mbpp-002,mbpp,True,stop,385.722187,101,74f0513651bafe66efa36352ec55fd56ef645ae0a59e5c37f56488fe1822e5e2
26b,n4,mmlu_pro-025,mmlu_pro,True,stop,190.533769,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n4,mbpp-021,mbpp,True,stop,459.827153,89,14be9e691965c61ccaff5d840a91799834301276f3da67a929d47e25123d2681
26b,n4,mmlu_pro-059,mmlu_pro,False,stop,147.14429,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n4,mmlu_pro-018,mmlu_pro,False,stop,214.869006,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,ifeval-009,ifeval,True,stop,2187.690221,435,c24df4f38629e3113dbd96b4024f37c63c21d4ee0f33594d4b6e7b78d5eac32d
26b,n4,mmlu_pro-054,mmlu_pro,False,stop,137.99704,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n4,ifeval-002,ifeval,True,stop,870.570923,164,c99f7abcdcaa9720a7d7c8a5d18292f6415816838dd3937ba85dd468b02c7093
26b,n4,ifeval-014,ifeval,True,stop,1554.684121,328,6a209981a500200b488d1c34cc48b7f0c509d6e88f76ffd8a49871d2a76c0316
26b,n4,ifeval-020,ifeval,False,stop,1633.702901,318,c311c740b41c69bc499c8dc1b8bfa70ae6c39f1282c937dae9eca794e6b23eca
26b,n4,mmlu_pro-033,mmlu_pro,True,stop,126.793049,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n4,ifeval-003,ifeval,True,stop,2156.226043,486,4591219e9c0e40b8c303e3ed43c91746a6f48661cbc337f5f47cf991b71a951f
26b,n4,ifeval-016,ifeval,False,stop,115.299,3,756323b169728673341620db9f90fdab034169535fd52280c13cc5af618f5593
26b,n4,mmlu_pro-030,mmlu_pro,True,stop,101.466652,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n4,mmlu_pro-012,mmlu_pro,False,stop,201.180634,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n4,gsm8k-055,gsm8k,True,stop,606.530118,161,567114c50963387e618870f30d22c94c3b6eb56fa6452f8d99c3329912132cfa
26b,n4,mmlu_pro-007,mmlu_pro,False,stop,183.765509,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n4,mmlu_pro-001,mmlu_pro,True,stop,172.846279,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n4,mmlu_pro-000,mmlu_pro,False,stop,160.941367,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,mbpp-015,mbpp,True,stop,275.002316,60,7e5013eaea7c314526bf40f91a970b225aec2dee466b10281372e2da66632045
26b,n4,mmlu_pro-005,mmlu_pro,False,stop,165.739626,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n4,mbpp-039,mbpp,True,stop,261.339383,35,df21cfb4c31276176ba552cc14abae47702e5f7deb9b3cb1ed37c88d89259258
26b,n4,mbpp-007,mbpp,False,length,1821.3277,512,bb47ccdfc7c81b73f686799d4a153417f6a596ea34fe25e3d031f0a0974f94fd
26b,n4,ifeval-018,ifeval,False,stop,3002.761563,536,385aebd38e4426737591d182eb324b012c0388d5a559598ed6c67984bb32fe1d
26b,n4,gsm8k-017,gsm8k,True,stop,428.804658,93,aaf9e02fc8114eecb8a262b36095edf58a907cc3b2cb8aa90ab6c1a5fa801e76
26b,n4,mbpp-037,mbpp,True,stop,237.377216,45,b0d87a4f246ab0c8abbec4db556c2753bbc57afbbd24e7a4946f2e333bf0144d
26b,n4,mmlu_pro-029,mmlu_pro,True,stop,157.129567,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,ifeval-039,ifeval,True,stop,342.678535,42,70121d859ac30e3073614d21f13865ef1290e1ff4504545475a4ca8abf9a9116
26b,n4,mmlu_pro-015,mmlu_pro,True,stop,105.476821,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,gsm8k-009,gsm8k,False,length,1699.774883,512,3355b761162680ee6ca2682e6310d2bcab5ff3df7e5d4f4d340d7d71ff36adde
26b,n4,gsm8k-053,gsm8k,True,stop,738.313009,191,8e49fd9bf4c6d093f7bc137f1d55bc9d89900c106be64b4a38b1f02bd67d00c6
26b,n4,mbpp-012,mbpp,True,stop,395.51864,108,1078dbec8ca4b236b331f9fad83589018f9ff736bd31e6eda8d2faa26ec2f829
26b,n4,mbpp-014,mbpp,False,stop,539.012932,136,612c13e00cee419c9959f681d06d9bc66a97cb8e7fce0f79b678e4b625faf2e3
26b,n4,gsm8k-003,gsm8k,True,stop,975.292715,279,05a6af4343eebb223aa4b88342ba89f5b4023980b4f3711649bd0793ca0af38e
26b,n4,mmlu_pro-041,mmlu_pro,True,stop,176.922254,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n4,mmlu_pro-026,mmlu_pro,False,stop,160.571589,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
26b,n4,mmlu_pro-031,mmlu_pro,True,stop,118.362547,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,mbpp-010,mbpp,True,stop,1288.665765,380,27b699d092682b057605bce2112c9e7fd9f78e66b8b73ed33fe0487c80195e5b
26b,n4,gsm8k-002,gsm8k,True,stop,1333.359072,407,74ded5e9b18bf4a1db47fe0a53c5e9de2814ab62c30263c9350a4597046277d6
26b,n4,mmlu_pro-008,mmlu_pro,True,stop,195.57469,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n4,mmlu_pro-027,mmlu_pro,False,stop,146.738307,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n4,mmlu_pro-009,mmlu_pro,True,stop,145.600621,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n4,ifeval-029,ifeval,True,stop,1663.778879,304,bb8ef19ab3b7fbccdc7a11e9645417f053e69fb139e3ba95f36542764db6dfef
26b,n4,gsm8k-004,gsm8k,True,stop,499.115021,127,403acf20e2ab7f1066d703466eeec538c82750e216ccaab213fbb344599ebda7
26b,n4,mbpp-026,mbpp,True,stop,285.812767,70,11929beb76245890f5cfbd5e0319688f45048d8ffad43557e4a3ea51f7cf4dd7
26b,n4,mmlu_pro-011,mmlu_pro,False,stop,114.409362,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n4,gsm8k-035,gsm8k,False,stop,1192.062032,379,7b397aa12d04973f927e54b7d7f7cfd8b6f32476896932316c48d8501164aa46
26b,n4,gsm8k-045,gsm8k,True,stop,653.511347,184,b3a13802a5fa6ccfd877dc69300a6ea7f4b2a25e8cd61a3e3e769927dc731060
26b,n4,mbpp-004,mbpp,False,stop,264.704068,53,573070133826250b34f2703a3408676b7e98ebe023e96a87ed7811d99a494207
26b,n4,gsm8k-038,gsm8k,True,stop,1456.021367,428,559ea28ec9cf47fe4692b88d494c197fcd0c889aa18a803c67a4f9c2385b5a32
26b,n4,gsm8k-010,gsm8k,True,stop,508.732996,141,d4208efd534cc49b798d6fd4a6d2a09a74d45046548152ec742daff93a88460d
26b,n4,ifeval-006,ifeval,True,stop,440.216488,89,61c54082dd65c1cdb333af3ef1450fba62854dd34ce327122d609744de829ec9
26b,n4,mmlu_pro-002,mmlu_pro,False,stop,139.414801,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,ifeval-007,ifeval,False,stop,324.970709,49,3b7ffc4d9db3911ad7200acb2eaa4ff12d3552a7eac7eace0e5580e43d15d24e
26b,n4,mbpp-034,mbpp,True,stop,291.703961,81,a3bfd9338c9b1802ba963dd2cecea8da5545413639d0298499c8b92953dc3530
26b,n4,mmlu_pro-034,mmlu_pro,False,stop,126.559247,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n4,ifeval-035,ifeval,True,stop,173.93535,28,6b96478ab9765932c3e29ab640e3736ed74ab67a8e11ce95b806e885b16adbcc
26b,n4,gsm8k-056,gsm8k,True,stop,627.656013,205,5b2a610af929d8f9fda2dabd03d16d24b18309c25bd5efd2060d9e29612595bd
26b,n4,mmlu_pro-053,mmlu_pro,False,stop,193.476798,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n4,gsm8k-046,gsm8k,True,stop,352.882293,93,5ceba11bc5be26456b1d9a7e2bc14b7e5e1ee5ba229580805fb3dd062cafcee2
26b,n4,mmlu_pro-050,mmlu_pro,False,stop,161.247646,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n4,mmlu_pro-058,mmlu_pro,True,stop,211.036784,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
26b,n4,gsm8k-042,gsm8k,True,stop,636.646181,172,380059f54838a8b840ed86d04ceb8a238422b28d67ec2de88b97b9d01daf944d
26b,n4,mbpp-000,mbpp,True,stop,195.127527,26,90666dec8e32d5e80e629629c1213cbb2d7b2f3cfca888f1faefc83af9f0625d
26b,n4,mmlu_pro-020,mmlu_pro,False,stop,193.411405,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n4,ifeval-038,ifeval,True,stop,172.51105,22,b8f92532cafbc136992d57c88773e682c2d8d27746d52b7e1e19774fd5ba3c4c
26b,n4,mbpp-027,mbpp,True,stop,296.530446,53,c6bea878f01a3eb77a45734df8c801301f79b77d427d70565de7fe514e396189
26b,n4,gsm8k-019,gsm8k,True,stop,627.94557,161,1f75fb37b67bdf7845093af7567c354bc757d3588973ff56431c07e0dcf308b9
26b,n4,gsm8k-044,gsm8k,True,stop,658.94094,193,97fa7470a3d22524895a5f3fe1f01ff71b0c721d0f7f20b3e84467f7c54f9200
26b,n4,ifeval-011,ifeval,True,stop,388.115286,62,fc36620b5f16f14a5b06734b574c4be1c36d6b293a2ff95508468837fff18144
26b,n4,mmlu_pro-046,mmlu_pro,False,stop,156.747199,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
26b,n4,mbpp-019,mbpp,True,stop,444.756986,85,9246b8fd1b774f93bf1b5d111751af23eb7f4a04b3edf373f23bc79f1788b8d9
26b,n4,gsm8k-001,gsm8k,True,stop,841.931187,245,4210f235d52407784f3f88dca3802e076810522c5aacac332a452197a0150c29
26b,n4,mbpp-032,mbpp,True,stop,404.749782,83,9e0837a89ac59a00f6a7c970b45bd4cbd81ac27f842af5a57cb9802178c0cbdf
26b,n4,mmlu_pro-035,mmlu_pro,True,stop,179.817681,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n4,gsm8k-031,gsm8k,True,stop,801.197687,236,25111992fee441a3ec5b946933a70e3063fc55c53c96d2c556a08db8d0a5bc69
26b,n4,gsm8k-012,gsm8k,True,stop,364.349417,91,2223b738487bf9f40b3bbf4bf306cb2a64dd364748f07af2d562b2f1eae2a1b4
26b,n4,gsm8k-013,gsm8k,True,stop,493.970364,146,3b6de6d89d518338f391a52af3c9f0a612bd0f89fef853ddd76b7265940acf98
26b,n4,mmlu_pro-006,mmlu_pro,True,stop,181.978159,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
26b,n4,mbpp-001,mbpp,True,stop,417.511368,97,6478c8d5903e00bd0706c92d498bf39ba1aad0b762d708a3b2c1a97582c8d08e
26b,n4,mmlu_pro-040,mmlu_pro,True,stop,139.054609,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
