model_short,condition,item_id,family,baseline_stable,byte_equal,token_equal,common_token_prefix,first_divergent_token,normalized_char_edit_similarity,length_difference_tokens,baseline_correct,mtp_correct
12b,n6,gsm8k-000,gsm8k,True,True,True,112,,1.0,0,True,True
12b,n6,gsm8k-001,gsm8k,True,False,False,15,15.0,0.37993235625704624,31,True,True
12b,n6,gsm8k-002,gsm8k,True,False,False,113,113.0,0.9547826086956521,-14,True,True
12b,n6,gsm8k-003,gsm8k,True,False,False,116,116.0,0.9887640449438202,3,True,True
12b,n6,gsm8k-004,gsm8k,True,True,True,147,,1.0,0,True,True
12b,n6,gsm8k-005,gsm8k,True,False,False,45,45.0,0.9155124653739612,-17,True,True
12b,n6,gsm8k-006,gsm8k,True,True,True,172,,1.0,0,True,True
12b,n6,gsm8k-007,gsm8k,True,False,False,12,12.0,0.9899244332493703,0,True,True
12b,n6,gsm8k-008,gsm8k,True,False,False,59,59.0,0.8610603290676417,3,True,True
12b,n6,gsm8k-009,gsm8k,True,False,False,170,170.0,0.5546367395156526,0,False,False
12b,n6,gsm8k-010,gsm8k,True,True,True,182,,1.0,0,True,True
12b,n6,gsm8k-011,gsm8k,True,False,False,11,11.0,0.7428571428571429,5,True,True
12b,n6,gsm8k-012,gsm8k,True,False,False,12,12.0,0.8492063492063492,35,True,True
12b,n6,gsm8k-013,gsm8k,True,True,True,158,,1.0,0,True,True
12b,n6,gsm8k-014,gsm8k,True,True,True,303,,1.0,0,True,True
12b,n6,gsm8k-015,gsm8k,True,False,False,103,103.0,0.9786324786324786,0,True,True
12b,n6,gsm8k-016,gsm8k,True,False,False,139,139.0,0.9540983606557377,8,False,False
12b,n6,gsm8k-017,gsm8k,True,True,True,133,,1.0,0,True,True
12b,n6,gsm8k-018,gsm8k,True,False,False,10,10.0,0.9903381642512077,-1,True,True
12b,n6,gsm8k-019,gsm8k,True,False,False,43,43.0,0.9596774193548387,-2,True,True
12b,n6,gsm8k-020,gsm8k,True,False,False,130,130.0,0.6798107255520505,62,True,True
12b,n6,gsm8k-021,gsm8k,True,False,False,26,26.0,0.6672077922077921,-5,True,True
12b,n6,gsm8k-022,gsm8k,True,False,False,123,123.0,0.9547325102880658,0,True,True
12b,n6,gsm8k-023,gsm8k,True,False,False,3,3.0,0.8534201954397393,26,True,True
12b,n6,gsm8k-024,gsm8k,True,True,True,167,,1.0,0,True,True
12b,n6,gsm8k-025,gsm8k,True,True,True,195,,1.0,0,True,True
12b,n6,gsm8k-026,gsm8k,True,True,True,320,,1.0,0,True,True
12b,n6,gsm8k-027,gsm8k,True,False,False,19,19.0,0.5638536221060493,80,True,True
12b,n6,gsm8k-028,gsm8k,True,False,False,50,50.0,0.6777546777546777,7,True,True
12b,n6,gsm8k-029,gsm8k,True,True,True,92,,1.0,0,True,True
12b,n6,gsm8k-030,gsm8k,True,True,True,224,,1.0,0,True,True
12b,n6,gsm8k-031,gsm8k,True,False,False,8,8.0,0.9071518193224593,31,True,True
12b,n6,gsm8k-032,gsm8k,True,False,False,110,110.0,0.9663341645885287,-14,True,True
12b,n6,gsm8k-033,gsm8k,True,True,True,277,,1.0,0,True,True
12b,n6,gsm8k-034,gsm8k,True,False,False,387,387.0,0.9406548431105047,15,True,True
12b,n6,gsm8k-035,gsm8k,True,False,False,100,100.0,0.5932080924855492,19,True,False
12b,n6,gsm8k-036,gsm8k,True,True,True,168,,1.0,0,True,True
12b,n6,gsm8k-037,gsm8k,True,False,False,18,18.0,0.5952542372881355,75,True,False
12b,n6,gsm8k-038,gsm8k,True,False,False,9,9.0,0.4097387173396675,48,False,True
12b,n6,gsm8k-039,gsm8k,True,True,True,480,,1.0,0,True,True
12b,n6,gsm8k-040,gsm8k,True,False,False,10,10.0,0.9159891598915989,-8,True,True
12b,n6,gsm8k-041,gsm8k,True,True,True,148,,1.0,0,True,True
12b,n6,gsm8k-042,gsm8k,True,False,False,168,168.0,0.9940828402366864,-3,True,True
12b,n6,gsm8k-043,gsm8k,True,True,True,204,,1.0,0,True,True
12b,n6,gsm8k-044,gsm8k,True,False,False,11,11.0,0.6623563218390804,-10,True,True
12b,n6,gsm8k-045,gsm8k,True,True,True,183,,1.0,0,True,True
12b,n6,gsm8k-046,gsm8k,True,True,True,161,,1.0,0,True,True
12b,n6,gsm8k-047,gsm8k,True,True,True,139,,1.0,0,True,True
12b,n6,gsm8k-048,gsm8k,True,False,False,41,41.0,0.9084745762711864,-13,True,True
12b,n6,gsm8k-049,gsm8k,True,True,True,143,,1.0,0,True,True
12b,n6,gsm8k-050,gsm8k,True,False,False,54,54.0,0.6988416988416988,11,False,False
12b,n6,gsm8k-051,gsm8k,True,True,True,207,,1.0,0,True,True
12b,n6,gsm8k-052,gsm8k,True,False,False,12,12.0,0.47876857749469215,2,True,True
12b,n6,gsm8k-053,gsm8k,True,False,False,143,143.0,0.9968602825745683,0,True,True
12b,n6,gsm8k-054,gsm8k,True,False,False,208,208.0,0.7930660888407367,-66,True,True
12b,n6,gsm8k-055,gsm8k,True,False,False,99,99.0,0.9870759289176091,0,True,True
12b,n6,gsm8k-056,gsm8k,True,True,True,235,,1.0,0,True,True
12b,n6,gsm8k-057,gsm8k,True,True,True,218,,1.0,0,True,True
12b,n6,gsm8k-058,gsm8k,True,False,False,16,16.0,0.9446107784431138,3,True,True
12b,n6,gsm8k-059,gsm8k,True,False,False,116,116.0,0.7956043956043957,27,True,True
12b,n6,mmlu_pro-000,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-001,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-002,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-003,mmlu_pro,True,False,False,4,4.0,0.9333333333333333,0,True,False
12b,n6,mmlu_pro-004,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-005,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-006,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-007,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-008,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-009,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-010,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-011,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-012,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-013,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-014,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-015,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-016,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-017,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-018,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-019,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-020,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-021,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-022,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-023,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-024,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-025,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-026,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-027,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-028,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-029,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-030,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-031,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-032,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-033,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-034,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-035,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-036,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-037,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-038,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-039,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-040,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-041,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-042,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-043,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-044,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-045,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-046,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-047,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-048,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-049,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-050,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-051,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-052,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-053,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-054,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-055,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-056,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-057,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,mmlu_pro-058,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n6,mmlu_pro-059,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n6,ifeval-000,ifeval,True,False,False,17,17.0,0.35238095238095235,-30,True,True
12b,n6,ifeval-001,ifeval,True,False,False,65,65.0,0.6055045871559632,-3,True,True
12b,n6,ifeval-002,ifeval,True,False,False,8,8.0,0.4688524590163935,15,True,True
12b,n6,ifeval-003,ifeval,True,False,False,69,69.0,0.5213178294573644,-29,True,True
12b,n6,ifeval-004,ifeval,True,False,False,28,28.0,0.6290941280613751,5,True,True
12b,n6,ifeval-005,ifeval,True,False,False,44,44.0,0.6552547770700636,-9,True,True
12b,n6,ifeval-006,ifeval,True,False,False,70,70.0,0.9297124600638977,-1,True,True
12b,n6,ifeval-007,ifeval,True,False,False,6,6.0,0.8024691358024691,1,False,True
12b,n6,ifeval-008,ifeval,True,False,False,60,60.0,0.5241016652059597,37,False,False
12b,n6,ifeval-009,ifeval,True,False,False,47,47.0,0.30999765862795603,-285,True,True
12b,n6,ifeval-010,ifeval,True,False,False,58,58.0,0.42694889003613834,13,False,False
12b,n6,ifeval-011,ifeval,True,False,False,38,38.0,0.9894736842105263,2,True,True
12b,n6,ifeval-012,ifeval,True,False,False,71,71.0,0.6358457493426819,42,True,True
12b,n6,ifeval-013,ifeval,True,False,False,48,48.0,0.5740740740740741,2,True,True
12b,n6,ifeval-014,ifeval,True,False,False,41,41.0,0.31127642913077525,-4,True,True
12b,n6,ifeval-015,ifeval,True,False,False,12,12.0,0.5553691275167785,2,True,True
12b,n6,ifeval-016,ifeval,True,True,True,3,,1.0,0,False,False
12b,n6,ifeval-017,ifeval,True,False,False,67,67.0,0.49694793536804305,87,True,True
12b,n6,ifeval-018,ifeval,True,False,False,9,9.0,0.28637413394919164,42,True,True
12b,n6,ifeval-019,ifeval,True,False,False,2,2.0,0.2658458732330141,-32,True,True
12b,n6,ifeval-020,ifeval,True,False,False,31,31.0,0.4605128205128205,-6,True,True
12b,n6,ifeval-021,ifeval,True,False,False,80,80.0,0.7723669309173273,-11,True,True
12b,n6,ifeval-022,ifeval,True,False,False,28,28.0,0.55,6,True,True
12b,n6,ifeval-023,ifeval,True,False,False,4,4.0,0.35298346513299783,7,True,True
12b,n6,ifeval-024,ifeval,True,False,False,5,5.0,0.5461254612546125,24,True,True
12b,n6,ifeval-025,ifeval,True,False,False,22,22.0,0.3793103448275862,89,True,True
12b,n6,ifeval-026,ifeval,True,False,False,15,15.0,0.38275862068965516,61,True,True
12b,n6,ifeval-027,ifeval,True,False,False,47,47.0,0.34302539565697465,82,True,True
12b,n6,ifeval-028,ifeval,True,False,False,21,21.0,0.24393592677345532,-55,True,True
12b,n6,ifeval-029,ifeval,True,False,False,7,7.0,0.29966887417218546,6,True,True
12b,n6,ifeval-030,ifeval,True,False,False,160,160.0,0.7846781504986401,78,True,True
12b,n6,ifeval-031,ifeval,True,False,False,3,3.0,0.43333333333333335,2,False,True
12b,n6,ifeval-032,ifeval,True,True,True,27,,1.0,0,False,False
12b,n6,ifeval-033,ifeval,True,True,True,46,,1.0,0,True,True
12b,n6,ifeval-034,ifeval,True,False,False,26,26.0,0.3733333333333333,23,True,True
12b,n6,ifeval-035,ifeval,True,True,True,13,,1.0,0,True,True
12b,n6,ifeval-036,ifeval,True,False,False,32,32.0,0.6181818181818182,-3,True,True
12b,n6,ifeval-037,ifeval,True,False,False,11,11.0,0.3080908728577122,-77,True,True
12b,n6,ifeval-038,ifeval,True,True,True,22,,1.0,0,True,True
12b,n6,ifeval-039,ifeval,True,False,False,45,45.0,0.9888268156424581,0,True,True
12b,n6,mbpp-000,mbpp,True,True,True,31,,1.0,0,True,True
12b,n6,mbpp-001,mbpp,True,False,False,11,11.0,0.6379690949227372,-39,True,True
12b,n6,mbpp-002,mbpp,True,True,True,20,,1.0,0,True,True
12b,n6,mbpp-003,mbpp,True,True,True,26,,1.0,0,True,True
12b,n6,mbpp-004,mbpp,True,False,False,38,38.0,0.4838709677419355,0,False,False
12b,n6,mbpp-005,mbpp,True,True,True,377,,1.0,0,True,True
12b,n6,mbpp-006,mbpp,True,False,False,65,65.0,0.6480541455160744,19,True,True
12b,n6,mbpp-007,mbpp,True,False,False,100,100.0,0.45114942528735635,205,True,False
12b,n6,mbpp-008,mbpp,True,True,True,37,,1.0,0,True,True
12b,n6,mbpp-009,mbpp,True,True,True,35,,1.0,0,True,True
12b,n6,mbpp-010,mbpp,True,False,False,32,32.0,0.9858757062146892,2,True,True
12b,n6,mbpp-011,mbpp,True,True,True,56,,1.0,0,True,True
12b,n6,mbpp-012,mbpp,True,True,True,25,,1.0,0,True,True
12b,n6,mbpp-013,mbpp,True,True,True,28,,1.0,0,True,True
12b,n6,mbpp-014,mbpp,True,False,False,103,103.0,0.9891304347826086,0,False,False
12b,n6,mbpp-015,mbpp,True,True,True,24,,1.0,0,True,True
12b,n6,mbpp-016,mbpp,True,False,False,116,116.0,0.8731909028256375,0,False,False
12b,n6,mbpp-017,mbpp,True,False,False,74,74.0,0.3079646017699115,382,True,False
12b,n6,mbpp-018,mbpp,True,False,False,83,83.0,0.5425709515859767,-139,True,True
12b,n6,mbpp-019,mbpp,True,True,True,67,,1.0,0,True,True
12b,n6,mbpp-020,mbpp,True,True,True,39,,1.0,0,True,True
12b,n6,mbpp-021,mbpp,True,False,False,61,61.0,0.9853862212943633,0,True,True
12b,n6,mbpp-022,mbpp,True,True,True,36,,1.0,0,True,True
12b,n6,mbpp-023,mbpp,True,False,False,25,25.0,0.3457943925233645,0,False,False
12b,n6,mbpp-024,mbpp,True,False,False,52,52.0,0.625668449197861,49,True,True
12b,n6,mbpp-025,mbpp,True,False,False,19,19.0,0.25053078556263275,82,True,True
12b,n6,mbpp-026,mbpp,True,True,True,32,,1.0,0,True,True
12b,n6,mbpp-027,mbpp,True,True,True,66,,1.0,0,True,True
12b,n6,mbpp-028,mbpp,True,True,True,32,,1.0,0,True,True
12b,n6,mbpp-029,mbpp,True,True,True,57,,1.0,0,True,True
12b,n6,mbpp-030,mbpp,True,True,True,172,,1.0,0,True,True
12b,n6,mbpp-031,mbpp,True,False,False,31,31.0,0.984375,0,False,True
12b,n6,mbpp-032,mbpp,True,True,True,83,,1.0,0,True,True
12b,n6,mbpp-033,mbpp,True,False,False,64,64.0,0.33038749150237934,-317,False,False
12b,n6,mbpp-034,mbpp,True,True,True,60,,1.0,0,True,True
12b,n6,mbpp-035,mbpp,True,True,True,26,,1.0,0,True,True
12b,n6,mbpp-036,mbpp,True,True,True,35,,1.0,0,True,True
12b,n6,mbpp-037,mbpp,True,True,True,45,,1.0,0,True,True
12b,n6,mbpp-038,mbpp,True,True,True,56,,1.0,0,True,True
12b,n6,mbpp-039,mbpp,True,False,False,124,124.0,0.46601941747572817,288,True,False
12b,n3,gsm8k-000,gsm8k,True,True,True,112,,1.0,0,True,True
12b,n3,gsm8k-001,gsm8k,True,False,False,15,15.0,0.37993235625704624,31,True,True
12b,n3,gsm8k-002,gsm8k,True,False,False,113,113.0,0.9478260869565217,-17,True,True
12b,n3,gsm8k-003,gsm8k,True,False,False,116,116.0,0.9887640449438202,3,True,True
12b,n3,gsm8k-004,gsm8k,True,False,False,37,37.0,0.9792099792099792,0,True,True
12b,n3,gsm8k-005,gsm8k,True,False,False,45,45.0,0.9155124653739612,-17,True,True
12b,n3,gsm8k-006,gsm8k,True,True,True,172,,1.0,0,True,True
12b,n3,gsm8k-007,gsm8k,True,False,False,16,16.0,0.7178841309823678,-26,True,True
12b,n3,gsm8k-008,gsm8k,True,False,False,47,47.0,0.8537477148080439,3,True,True
12b,n3,gsm8k-009,gsm8k,True,False,False,205,205.0,0.5598455598455598,0,False,False
12b,n3,gsm8k-010,gsm8k,True,True,True,182,,1.0,0,True,True
12b,n3,gsm8k-011,gsm8k,True,False,False,11,11.0,0.7428571428571429,5,True,True
12b,n3,gsm8k-012,gsm8k,True,False,False,120,120.0,0.8629032258064516,33,True,True
12b,n3,gsm8k-013,gsm8k,True,True,True,158,,1.0,0,True,True
12b,n3,gsm8k-014,gsm8k,True,False,False,27,27.0,0.980217606330366,0,True,True
12b,n3,gsm8k-015,gsm8k,True,True,True,187,,1.0,0,True,True
12b,n3,gsm8k-016,gsm8k,True,False,False,29,29.0,0.545144804088586,-13,False,False
12b,n3,gsm8k-017,gsm8k,True,True,True,133,,1.0,0,True,True
12b,n3,gsm8k-018,gsm8k,True,True,True,134,,1.0,0,True,True
12b,n3,gsm8k-019,gsm8k,True,True,True,203,,1.0,0,True,True
12b,n3,gsm8k-020,gsm8k,True,False,False,106,106.0,0.8129770992366412,37,True,True
12b,n3,gsm8k-021,gsm8k,True,False,False,105,105.0,0.8961038961038961,15,True,True
12b,n3,gsm8k-022,gsm8k,True,False,False,123,123.0,0.9296346414073071,6,True,True
12b,n3,gsm8k-023,gsm8k,True,True,True,355,,1.0,0,True,True
12b,n3,gsm8k-024,gsm8k,True,True,True,167,,1.0,0,True,True
12b,n3,gsm8k-025,gsm8k,True,True,True,195,,1.0,0,True,True
12b,n3,gsm8k-026,gsm8k,True,True,True,320,,1.0,0,True,True
12b,n3,gsm8k-027,gsm8k,True,False,False,244,244.0,0.9979879275653923,0,True,True
12b,n3,gsm8k-028,gsm8k,True,False,False,4,4.0,0.8378378378378378,6,True,True
12b,n3,gsm8k-029,gsm8k,True,False,False,7,7.0,0.8736842105263158,4,True,True
12b,n3,gsm8k-030,gsm8k,True,False,False,38,38.0,0.539568345323741,52,True,True
12b,n3,gsm8k-031,gsm8k,True,False,False,8,8.0,0.8378728923476005,25,True,True
12b,n3,gsm8k-032,gsm8k,True,True,True,243,,1.0,0,True,True
12b,n3,gsm8k-033,gsm8k,True,False,False,18,18.0,0.9620081411126187,1,True,True
12b,n3,gsm8k-034,gsm8k,True,False,False,381,381.0,0.9645697758496024,-12,True,True
12b,n3,gsm8k-035,gsm8k,True,False,False,88,88.0,0.5113960113960114,19,True,False
12b,n3,gsm8k-036,gsm8k,True,False,False,9,9.0,0.9910394265232975,-1,True,True
12b,n3,gsm8k-037,gsm8k,True,False,False,54,54.0,0.9837000814995925,0,True,True
12b,n3,gsm8k-038,gsm8k,True,False,False,9,9.0,0.45597104945717737,40,False,True
12b,n3,gsm8k-039,gsm8k,True,False,False,3,3.0,0.9213893967093236,-8,True,True
12b,n3,gsm8k-040,gsm8k,True,False,False,10,10.0,0.9159891598915989,-8,True,True
12b,n3,gsm8k-041,gsm8k,True,True,True,148,,1.0,0,True,True
12b,n3,gsm8k-042,gsm8k,True,False,False,168,168.0,0.9940828402366864,-3,True,True
12b,n3,gsm8k-043,gsm8k,True,True,True,204,,1.0,0,True,True
12b,n3,gsm8k-044,gsm8k,True,False,False,11,11.0,0.6522988505747127,-5,True,True
12b,n3,gsm8k-045,gsm8k,True,True,True,183,,1.0,0,True,True
12b,n3,gsm8k-046,gsm8k,True,False,False,15,15.0,0.9903846153846154,1,True,True
12b,n3,gsm8k-047,gsm8k,True,True,True,139,,1.0,0,True,True
12b,n3,gsm8k-048,gsm8k,True,False,False,40,40.0,0.9067796610169492,-11,True,True
12b,n3,gsm8k-049,gsm8k,True,True,True,143,,1.0,0,True,True
12b,n3,gsm8k-050,gsm8k,True,False,False,41,41.0,0.7832422586520947,15,False,False
12b,n3,gsm8k-051,gsm8k,True,True,True,207,,1.0,0,True,True
12b,n3,gsm8k-052,gsm8k,True,True,True,282,,1.0,0,True,True
12b,n3,gsm8k-053,gsm8k,True,True,True,177,,1.0,0,True,True
12b,n3,gsm8k-054,gsm8k,True,False,False,229,229.0,0.9611752360965372,12,True,True
12b,n3,gsm8k-055,gsm8k,True,True,True,196,,1.0,0,True,True
12b,n3,gsm8k-056,gsm8k,True,True,True,235,,1.0,0,True,True
12b,n3,gsm8k-057,gsm8k,True,False,False,17,17.0,0.9864864864864865,0,True,True
12b,n3,gsm8k-058,gsm8k,True,False,False,16,16.0,0.8469945355191257,21,True,True
12b,n3,gsm8k-059,gsm8k,True,True,True,278,,1.0,0,True,True
12b,n3,mmlu_pro-000,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-001,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-002,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-003,mmlu_pro,True,False,False,4,4.0,0.9333333333333333,0,True,False
12b,n3,mmlu_pro-004,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-005,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-006,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-007,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-008,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-009,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-010,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-011,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-012,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-013,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-014,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-015,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-016,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-017,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-018,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-019,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-020,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-021,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-022,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-023,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-024,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-025,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-026,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-027,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-028,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-029,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-030,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-031,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-032,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-033,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-034,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-035,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-036,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-037,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-038,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-039,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-040,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-041,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-042,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-043,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-044,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-045,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-046,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-047,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-048,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-049,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-050,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-051,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-052,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-053,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-054,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-055,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-056,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-057,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,mmlu_pro-058,mmlu_pro,True,True,True,5,,1.0,0,False,False
12b,n3,mmlu_pro-059,mmlu_pro,True,True,True,5,,1.0,0,True,True
12b,n3,ifeval-000,ifeval,True,False,False,82,82.0,0.8333333333333334,-3,True,True
12b,n3,ifeval-001,ifeval,True,False,False,31,31.0,0.5373525557011796,-27,True,True
